Geneid	SRR15852399_SRR15852399	SRR15852394_SRR15852394	SRR15852395_SRR15852395	SRR15852400_SRR15852400	SRR15852407_SRR15852407	SRR15852409_SRR15852409	SRR15852426_SRR15852426	SRR15852427_SRR15852427	SRR15852429_SRR15852429	SRR15852432_SRR15852432	SRR15852435_SRR15852435	SRR15852438_SRR15852438
ADCY10P1	14	1	0	50	41	25	97	15	12	21	23	43
ADCY2	134	15	0	7	4	111	38	27	12	37	51	45
ADCY3	355	79	3	603	310	693	489	517	362	458	616	1051
ADCY4	119	46	0	110	86	163	270	377	301	305	471	451
ADCY5	30	8	0	108	106	172	298	353	420	398	567	399
ADCY6	1079	1390	1	429	723	803	1188	623	564	613	1081	1098
ADCY6-DT	0	2	0	0	12	1	2	0	0	0	0	0
ADCY7	612	99	6	469	521	550	216	389	470	464	529	454
ADCY8	0	0	0	0	0	23	3	4	0	2	0	1
ADCY9	154	53	0	218	53	234	312	342	402	416	426	410
ADCYAP1	8	0	0	12	7	29	43	6	6	14	4	12
ADCYAP1R1	20	1	0	47	5	64	133	87	52	131	157	91
ADD1	657	323	0	530	548	601	1065	779	897	1386	1160	1186
ADD2	20	3	2	14	74	105	28	8	4	27	38	32
ADD3	196	31	0	113	209	220	545	176	155	363	190	503
ADD3-AS1	2	0	0	0	0	0	6	0	0	4	3	0
ADGB	0	0	0	1	0	0	0	0	0	0	2	1
ADGB-DT	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA1	0	0	0	1	0	3	0	0	3	0	0	1
ADGRA1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ADGRA2	472	174	3	688	227	754	1261	1565	1469	2647	1617	1544
ADGRA3	97	24	0	218	130	386	367	270	209	258	326	288
ADGRA3P1	0	0	0	1	0	0	11	4	5	2	1	1
ADGRB1	29	22	0	49	44	226	54	139	174	78	345	114
ADGRB2	56	23	0	24	218	213	105	85	86	84	143	95
ADGRB3	3	1	0	2	10	9	11	26	53	61	46	16
ADGRB3-DT	0	0	0	0	0	0	2	9	1	3	7	1
ADGRD1	47	8	0	49	24	78	112	237	204	405	245	284
ADGRD1-AS1	0	0	0	0	0	0	0	7	1	2	0	2
ADGRD2	13	0	0	89	3	84	471	53	11	125	369	65
ADGRE1	8	0	0	4	16	3	3	0	1	0	1	10
ADGRE2	109	13	0	74	150	110	155	97	72	85	137	129
ADGRE3	0	0	0	2	0	3	0	0	0	0	0	3
ADGRE4P	39	2	1	14	9	27	21	20	17	19	20	39
ADGRE5	272	43	0	233	445	234	185	305	436	642	432	408
ADGRF1	8	0	0	0	5	2	12	8	8	1	3	0
ADGRF2	0	0	0	0	1	0	0	11	12	19	8	0
ADGRF3	17	6	0	25	31	34	30	18	39	23	19	36
ADGRF4	24	1	0	0	0	0	0	51	63	47	35	3
ADGRF5	153	8	0	65	74	127	360	135	78	172	121	334
ADGRF5-AS1	2	0	0	2	1	1	6	0	1	1	6	2
ADGRF5P1	1	0	0	2	0	3	26	1	0	1	3	3
ADGRF5P2	3	0	0	6	1	6	4	6	0	5	1	6
ADGRG1	629	415	5	453	1001	1000	470	921	872	523	1085	640
ADGRG2	19	0	0	14	18	75	33	21	4	17	19	27
ADGRG3	15	0	0	9	11	9	15	15	15	10	18	23
ADGRG4	0	0	0	2	0	4	0	0	0	2	0	8
ADGRG5	53	3	0	75	61	21	27	24	16	3	33	38
ADGRG6	34	5	1	80	47	43	79	106	71	92	98	68
ADGRG7	0	0	0	0	0	0	0	1	0	0	0	0
ADGRL1	645	534	1	698	557	1134	740	701	743	646	898	633
ADGRL1-AS1	66	25	2	66	50	93	87	93	88	60	118	64
ADGRL2	107	30	2	95	249	136	413	225	272	364	287	340
ADGRL3	17	1	0	6	19	41	118	295	324	301	326	43
ADGRL3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ADGRL4	36	0	0	17	15	38	62	23	7	75	32	60
ADGRV1	322	176	0	56	224	104	591	48	37	101	124	413
ADH1A	1	0	0	0	2	2	14	1	0	5	5	9
ADH1B	35	0	3	44	5	83	714	165	213	158	150	1101
ADH1C	15	5	0	7	5	8	47	4	9	2	7	52
ADH4	5	0	0	1	6	8	16	27	38	22	53	64
ADH5	114	6	2	75	43	154	250	134	181	204	147	230
ADH5P2	0	0	0	0	0	0	0	0	0	0	0	0
ADH5P3	0	0	0	0	1	0	2	5	0	0	0	2
ADH5P4	0	0	0	3	0	0	0	0	0	0	3	2
ADH5P5	0	0	0	0	0	1	0	0	0	0	0	1
ADH6	6	0	0	10	1	9	20	6	2	7	10	10
ADH7	0	0	0	0	0	0	0	5	0	2	0	0
ADHFE1	25	6	1	26	19	46	83	69	75	45	95	134
ADI1	33	22	0	62	50	40	59	14	28	50	39	62
ADI1P1	1	0	0	0	1	4	0	0	0	0	0	0
ADI1P2	0	0	0	0	0	0	0	2	0	0	0	0
ADI1P3	0	0	0	0	0	0	0	0	0	0	0	0
ADIG	0	0	0	0	0	0	0	0	5	0	0	1
ADIPOQ	15	2	0	0	2	18	161	0	0	0	0	108
ADIPOQ-AS1	0	0	0	0	2	0	2	0	0	0	0	3
ADIPOR1	414	138	0	197	187	245	257	297	384	333	364	330
ADIPOR1P1	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR1P2	0	0	0	0	0	0	0	0	0	0	0	0
ADIPOR2	210	35	0	149	180	262	213	232	227	243	242	276
ADIRF	3	8	0	5	3	12	18	19	22	28	39	17
ADIRF-AS1	45	30	0	56	35	60	134	139	146	114	302	130
ADK	55	44	0	61	55	116	145	80	75	109	106	97
ADM	51	113	0	30	115	25	49	101	87	92	47	124
ADM2	76	111	0	210	180	117	14	1	8	4	23	34
ADM5	16	9	0	36	21	39	4	11	20	8	26	19
ADNP	486	96	3	526	623	856	829	423	455	669	479	687
ADNP-AS1	8	1	0	9	13	17	15	14	3	7	5	9
ADNP2	174	33	0	122	169	298	224	290	384	221	330	282
ADO	105	68	1	97	61	114	117	88	91	128	120	98
ADORA1	120	27	0	47	5	369	105	40	22	29	66	73
ADORA2A	6	1	0	0	3	6	0	2	10	4	1	4
ADORA2A-AS1	11	6	0	23	22	30	19	26	48	13	48	22
ADORA2B	22	3	0	29	40	24	28	88	107	56	79	53
ADORA2BP1	1	0	0	3	1	3	0	3	4	1	4	1
ADORA3	20	0	0	5	16	7	10	2	0	3	1	13
ADPGK	297	18	0	117	160	237	206	164	159	178	225	276
ADPGK-AS1	16	0	0	1	6	5	14	2	8	10	8	10
ADPRH	55	8	0	17	41	59	35	65	42	59	32	54
ADPRHL1	29	12	0	13	52	37	55	15	39	16	38	44
ADPRM	6	0	0	8	2	10	22	18	13	21	16	27
ADPRS	105	10	0	73	59	68	58	86	76	76	125	89
ADRA1A	1	4	0	6	6	33	13	163	185	256	171	63
ADRA1B	4	1	0	0	3	2	10	9	9	13	11	8
ADRA1D	2	4	0	2	3	5	2	0	3	4	12	9
ADRA2A	225	44	0	79	39	97	163	149	175	286	192	294
ADRA2B	1	6	0	4	1	45	23	17	27	9	23	5
ADRA2C	2	17	0	9	65	16	10	75	72	113	78	16
ADRB1	5	0	1	79	2	5	7	11	7	3	12	15
ADRB2	40	5	0	29	29	17	81	73	87	47	74	99
ADRB3	0	0	0	1	0	0	0	1	0	1	0	0
ADRM1	362	221	1	428	438	420	168	342	276	262	325	225
ADSL	100	16	0	92	61	147	144	48	60	106	104	102
ADSS1	22	7	0	7	25	12	31	24	31	23	31	31
ADSS2	86	30	0	44	133	147	149	55	42	94	55	83
ADTRP	27	1	0	12	8	10	17	177	66	32	176	16
AEBP1	5027	1990	2	1231	1048	2292	2026	1438	2059	3132	1709	3299
AEBP2	53	54	4	116	89	98	157	117	185	158	112	97
AEN	146	35	1	221	242	159	83	140	198	84	152	160
AFAP1	275	80	0	297	192	300	375	275	335	428	338	396
AFAP1-AS1	23	7	0	89	143	31	58	32	31	43	48	50
AFAP1L1	74	20	0	78	47	113	101	71	78	102	104	134
AFAP1L2	89	29	0	53	341	224	388	201	224	285	268	315
AFDN	455	185	2	301	657	1273	1136	463	537	509	706	910
AFDN-DT	4	7	0	10	5	17	21	8	4	3	19	4
AFF1	710	103	3	521	502	336	915	832	853	1219	711	1449
AFF1-AS1	10	14	0	5	7	4	35	14	11	10	6	22
AFF2	9	32	0	7	16	15	17	1	8	28	7	11
AFF3	211	311	0	212	67	363	1872	485	405	773	1139	2479
AFF4	605	194	1	358	470	635	864	603	703	840	654	1013
AFG1L	26	13	3	23	38	60	46	30	29	43	30	47
AFG3L1P	107	26	0	86	141	206	130	134	111	154	206	167
AFG3L2	168	31	0	175	104	176	131	73	134	173	191	163
AFG3L2P1	5	7	2	6	2	4	3	4	6	1	2	2
AFM	0	0	0	0	0	0	0	0	1	0	0	0
AFMID	1065	506	2	55	86	178	218	93	133	118	178	224
AFP	0	0	0	0	0	0	2	0	0	0	0	0
AFTPH	105	27	0	96	133	102	142	126	96	143	121	86
AFTPH-DT	2	0	0	4	8	0	0	9	1	0	1	2
AGA	36	1	0	14	24	29	45	23	18	40	29	12
AGA-DT	32	26	0	32	38	18	48	18	34	21	46	35
AGAP1	434	165	4	309	404	1109	730	571	677	799	867	857
AGAP1-IT1	24	17	0	21	20	55	25	25	51	13	29	36
AGAP10P	1	3	0	0	1	2	2	2	2	1	4	4
AGAP11	14	0	0	12	2	22	84	25	63	56	99	98
AGAP12P	14	6	0	26	5	51	18	36	35	32	38	38
AGAP13P	12	7	0	1	7	18	17	6	3	10	14	9
AGAP14P	0	1	0	3	4	6	3	0	0	1	4	3
AGAP2	94	118	0	207	119	66	98	110	81	45	139	49
AGAP2-AS1	12	5	0	8	6	11	0	4	0	9	11	12
AGAP3	562	388	2	575	591	644	780	637	653	597	1010	791
AGAP4	6	1	0	4	12	7	10	19	8	6	4	4
AGAP5	4	8	0	3	2	2	6	12	6	3	3	9
AGAP6	11	6	0	17	3	12	14	15	20	9	18	8
AGAP7P	2	3	0	6	1	4	3	1	9	3	4	1
AGAP9	1	4	0	6	1	2	1	6	3	2	5	7
AGBL1	1	0	0	0	0	5	0	3	0	0	0	0
AGBL1-AS1	1	0	0	0	0	1	0	2	0	0	0	0
AGBL2	3	1	0	8	16	4	14	6	11	4	4	21
AGBL3	11	22	2	22	33	37	38	15	21	14	43	41
AGBL4	3	0	0	3	6	49	21	11	7	9	19	10
AGBL4-AS1	0	0	0	0	0	1	0	0	0	0	1	0
AGBL4-IT1	0	0	0	0	0	1	1	0	0	1	0	0
AGBL5	149	53	0	172	134	164	188	147	162	146	192	143
AGBL5-AS1	1	0	0	2	0	1	1	0	8	1	1	0
AGER	3	0	0	0	1	2	2	0	0	0	5	2
AGFG1	345	40	1	89	252	279	260	172	157	269	272	284
AGFG2	116	46	0	191	91	133	171	251	273	244	370	199
AGGF1	47	32	0	61	53	63	114	60	66	99	72	77
AGGF1P1	1	2	0	5	8	16	13	1	4	0	7	6
AGGF1P10	0	0	0	1	1	0	1	0	0	0	0	0
AGGF1P2	1	1	0	0	3	5	9	0	0	0	0	3
AGGF1P3	0	3	0	4	8	13	19	1	9	3	14	6
AGGF1P4	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P5	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P6	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P7	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P8	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P9	0	0	0	0	0	0	0	0	0	0	0	0
AGK	16	8	0	22	50	29	34	20	16	24	33	41
AGK-DT	2	0	0	4	6	4	1	0	3	0	2	1
AGKP1	0	0	0	0	0	0	0	0	0	0	0	0
AGKP2	1	0	0	0	0	0	0	0	0	1	3	0
AGL	48	10	0	51	108	172	218	95	76	151	122	129
AGMAT	8	8	3	12	20	6	13	8	6	9	4	8
AGMO	0	1	0	0	0	4	9	1	9	3	5	8
AGO1	390	84	0	497	454	515	658	382	467	597	638	558
AGO2	687	172	2	1388	596	1781	818	810	975	876	1031	914
AGO3	203	104	4	217	210	283	511	293	279	320	325	353
AGO4	155	23	1	79	143	207	303	254	233	262	211	296
AGPAT1	0	2	0	2	5	20	14	22	0	20	2	1
AGPAT2	169	133	0	113	138	179	136	199	223	173	282	251
AGPAT3	521	439	5	651	387	476	441	1494	1299	506	2106	496
AGPAT4	108	19	0	80	58	119	195	148	172	191	287	177
AGPAT4-IT1	31	5	0	9	16	29	36	94	32	37	68	44
AGPAT5	87	19	0	84	28	56	94	36	18	72	84	57
AGPAT5P1	0	0	0	0	0	0	0	0	0	0	0	0
AGPS	68	12	0	61	67	93	97	58	44	118	81	106
AGR2	498	18	0	7	13	6	77	9	12	28	29	70
AGR3	1	0	0	7	0	2	27	5	5	1	3	10
AGRN	2646	1193	29	2821	1416	2508	1876	1620	1580	1525	3410	3398
AGRP	7	1	0	1	6	18	3	1	2	4	3	6
AGT	154	1	0	2	12	11	14	7	0	29	19	39
AGTPBP1	87	30	1	108	111	168	162	96	65	102	112	163
AGTR1	9	0	0	2	5	10	34	12	6	16	6	37
AGTR2	0	0	0	0	0	0	0	0	0	6	3	2
AGTRAP	313	132	0	155	92	90	116	143	110	101	254	213
AGXT	0	0	0	0	3	0	1	1	0	3	3	0
AGXT2	0	0	0	0	0	1	1	0	0	4	0	1
AHCTF1	266	73	3	162	314	462	371	152	165	273	199	291
AHCTF1P1	11	4	0	7	34	30	22	6	8	14	13	17
AHCY	662	127	3	290	439	615	382	248	262	264	477	523
AHCYL1	403	84	0	236	273	483	427	484	431	555	529	470
AHCYL2	90	21	0	117	116	186	154	178	148	205	136	148
AHCYP1	9	0	0	19	6	4	6	5	1	2	5	2
AHCYP2	1	0	0	0	3	2	0	0	0	1	1	1
AHCYP3	0	0	0	0	0	0	0	0	0	0	0	0
AHCYP4	0	0	0	0	0	0	0	0	0	0	0	0
AHCYP5	0	0	0	0	1	0	0	0	0	0	0	0
AHCYP6	1	0	0	0	1	4	3	0	0	0	1	0
AHCYP7	0	0	0	0	0	0	1	0	0	0	0	0
AHCYP8	0	1	0	0	0	3	1	0	0	0	2	0
AHDC1	778	557	1	1054	487	1016	1180	1161	1502	1012	1674	1179
AHI1	79	13	0	50	106	143	202	73	93	134	117	195
AHI1-DT	6	0	0	3	9	7	20	2	7	12	13	24
AHNAK	9547	2414	15	4835	3382	8965	25139	23419	28173	39770	22939	29583
AHNAK2	800	56	1	546	563	679	863	4157	5882	5796	4047	1489
AHR	270	267	58	250	144	288	539	612	586	814	465	611
AHRR	2	0	0	0	1	2	1	1	0	0	0	0
AHSA1	115	18	0	99	96	81	119	65	55	157	81	111
AHSA2P	428	274	1	425	371	326	833	458	549	321	787	812
AHSG	0	0	0	0	3	0	0	0	0	0	0	0
AHSP	0	0	0	0	0	0	0	0	0	0	1	0
AICDA	0	0	0	1	0	0	0	0	0	0	0	0
AIDA	51	10	2	28	53	69	82	56	45	110	29	54
AIDAP1	10	4	0	6	12	10	15	15	21	26	22	33
AIDAP2	5	0	0	4	3	2	17	9	3	9	2	7
AIDAP3	2	0	0	0	0	0	0	0	0	0	0	0
AIF1	1	0	0	0	1	0	0	0	0	0	0	0
AIF1L	76	83	2	335	210	606	254	108	43	124	114	243
AIFM1	97	43	0	55	57	58	66	71	50	81	84	72
AIFM1P1	0	1	0	0	0	0	0	0	0	0	0	0
AIFM2	50	13	0	47	85	108	124	45	63	102	79	153
AIFM3	10	15	0	12	9	17	22	12	1	11	21	35
AIG1	69	9	0	30	63	76	135	87	105	99	105	110
AIG1P1	2	0	0	4	7	14	8	9	2	6	7	15
AIM2	4	3	0	28	35	7	20	4	21	4	14	17
AIMP1	42	10	0	30	7	31	62	20	48	50	32	51
AIMP1P1	1	0	0	0	1	1	7	0	6	2	5	2
AIMP1P2	0	0	0	0	0	0	0	0	0	0	0	1
AIMP2	44	52	4	28	45	30	54	24	30	36	28	36
AIP	114	56	1	144	170	140	128	60	105	104	151	190
AIPL1	0	3	0	0	1	0	0	0	0	0	0	0
AIRE	3	2	0	5	3	0	2	5	0	0	2	1
AIRN	19	11	0	12	21	16	21	11	26	9	24	11
AJAP1	20	4	0	16	0	42	13	9	15	10	17	12
AJM1	317	240	0	257	225	101	75	314	269	203	268	141
AJUBA	79	28	1	144	10	58	221	250	345	208	295	148
AJUBA-DT	2	2	0	1	4	12	18	5	10	4	11	6
AK1	1	4	0	0	0	0	7	2	0	0	3	0
AK2	285	86	0	233	231	286	354	341	202	341	354	415
AK2P1	7	1	0	6	9	13	5	7	10	9	11	12
AK2P2	0	0	0	0	2	2	5	0	2	0	1	0
AK3	59	25	3	90	94	94	155	127	138	160	162	167
AK3P2	0	0	0	0	1	0	0	0	0	0	0	0
AK3P3	4	0	0	2	1	7	1	1	4	7	10	11
AK3P4	0	0	0	0	0	0	0	0	0	0	0	2
AK3P5	33	9	0	14	34	34	24	40	33	34	39	72
AK3P6	1	0	0	0	0	2	0	3	0	0	0	0
AK4	222	43	0	78	45	116	267	164	94	162	148	181
AK4P1	5	4	0	3	11	12	16	3	7	16	16	11
AK4P2	0	0	0	0	0	0	0	0	0	0	0	0
AK4P3	17	0	0	9	6	5	16	7	8	6	11	12
AK4P4	0	0	0	1	0	2	3	3	4	3	9	8
AK4P5	0	0	0	0	0	0	0	0	0	0	0	0
AK4P6	0	0	0	0	0	0	1	0	0	0	0	0
AK5	18	1	0	15	2	50	161	56	32	88	74	193
AK6	0	0	0	0	0	0	0	0	0	0	0	0
AK6P1	0	0	0	0	0	0	0	0	0	0	0	0
AK6P2	0	0	0	0	0	0	0	0	0	1	0	0
AK7	2	0	0	2	1	4	9	4	5	7	7	2
AK8	8	2	0	11	9	6	20	4	4	9	16	24
AK9	15	2	0	11	15	45	63	23	29	31	34	52
AKAIN1	0	0	0	0	0	0	0	0	0	0	0	0
AKAP1	490	61	2	353	380	381	546	492	304	393	502	543
AKAP10	72	37	0	103	88	121	190	86	68	162	111	169
AKAP11	212	33	1	254	195	222	589	317	284	454	337	372
AKAP12	103	10	0	55	59	167	276	191	256	605	215	663
AKAP13	1214	197	3	1027	1344	1448	1826	1271	1395	1672	1534	2703
AKAP14	0	0	0	0	0	0	0	0	0	0	0	0
AKAP17A	0	0	0	0	0	0	0	0	0	0	0	0
AKAP17BP	0	0	0	1	0	0	6	1	0	0	6	1
AKAP3	5	0	0	13	6	7	8	4	4	2	6	5
AKAP4	0	0	0	0	0	0	0	0	0	0	0	0
AKAP5	28	63	1	20	25	14	33	14	26	14	26	19
AKAP6	28	3	0	16	23	39	78	90	93	174	96	75
AKAP7	22	9	2	36	18	60	56	26	35	31	40	41
AKAP8	201	117	3	223	208	240	261	204	246	252	364	313
AKAP8L	308	331	3	251	317	285	399	302	275	283	473	456
AKAP8P1	0	5	0	0	0	0	0	0	0	0	0	0
AKAP9	190	67	0	196	320	418	750	228	217	405	207	434
AKIP1	36	17	0	13	39	32	30	24	18	53	23	31
AKIRIN1	177	78	0	120	158	79	128	115	152	147	167	124
AKIRIN1P1	0	0	0	0	0	0	0	2	2	0	1	1
AKIRIN1P2	3	2	0	1	2	4	4	2	1	1	3	3
AKIRIN2	112	56	1	128	110	146	143	113	138	122	168	174
AKIRIN2P1	0	0	0	0	0	0	0	0	0	0	0	0
AKNA	860	210	0	1147	946	515	606	699	870	665	888	1066
AKNAD1	2	3	0	0	46	2	2	4	0	5	2	0
AKR1A1	371	108	2	235	323	289	230	288	202	247	453	273
AKR1B1	138	17	0	78	197	167	116	77	86	102	102	149
AKR1B10	9	2	0	0	2	0	0	45	51	20	15	3
AKR1B10P1	0	0	0	0	1	3	0	1	0	0	2	0
AKR1B10P2	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B15	347	4	0	0	8	3	63	1	2	3	11	1
AKR1B1P1	4	1	0	0	0	4	4	3	0	3	1	6
AKR1B1P2	0	0	0	0	0	1	0	0	1	0	0	0
AKR1B1P3	2	0	0	14	4	28	3	0	5	2	3	1
AKR1B1P4	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B1P5	0	0	0	1	2	0	0	0	0	0	0	0
AKR1B1P6	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B1P7	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B1P8	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C1	30	36	17	17	115	56	46	31	47	35	22	66
AKR1C2	106	18	4	9	26	9	101	27	23	23	32	31
AKR1C3	29	2	0	8	22	41	41	18	26	40	36	74
AKR1C4	0	0	0	0	5	2	0	0	0	1	0	0
AKR1C6P	4	0	0	3	24	13	9	6	10	2	4	11
AKR1C7P	1	0	0	6	20	5	2	0	0	0	2	0
AKR1C8	0	0	0	0	5	4	3	3	0	0	2	3
AKR1D1	16	7	0	0	0	0	10	1	0	0	1	0
AKR1D1P1	3	0	0	0	0	3	7	0	1	0	0	1
AKR1E2	19	2	0	23	219	159	68	23	29	27	74	84
AKR7A2	193	64	0	117	71	208	192	144	154	206	313	263
AKR7A2P1	11	5	0	15	8	10	3	6	21	4	16	8
AKR7A2P2	2	0	0	0	0	2	1	0	0	1	0	0
AKR7A3	89	102	0	17	3	19	38	24	20	29	57	32
AKR7L	8	7	0	10	1	13	26	16	16	5	26	26
AKT1	1485	563	8	656	939	893	701	795	659	869	1120	993
AKT1S1	197	179	0	246	128	211	130	217	290	282	309	259
AKT2	575	424	1	763	934	1250	882	1153	1124	855	1418	1192
AKT3	0	0	0	0	1	1	2	0	0	4	0	5
AKT3-IT1	0	0	0	0	0	0	0	0	0	0	0	0
AKTIP	68	14	1	57	44	39	68	39	50	56	59	84
ALAD	163	104	0	112	123	302	283	225	238	294	335	293
ALAS1	126	10	1	93	135	118	121	234	121	113	341	125
ALAS2	8	2	0	0	2	10	5	0	3	3	0	14
ALB	0	0	0	1	1	6	13	1	2	1	3	2
ALCAM	1297	519	0	51	153	137	484	230	175	303	394	413
ALDH16A1	226	400	0	192	322	362	208	280	348	258	487	295
ALDH18A1	199	94	1	244	276	330	212	176	139	291	222	216
ALDH1A1	69	1	0	37	282	57	182	98	124	124	43	374
ALDH1A2	7	2	0	10	3	11	126	45	56	102	38	43
ALDH1A2-AS1	3	0	0	0	1	0	11	0	0	0	3	6
ALDH1A3	91	19	2	27	57	75	85	43	75	77	110	133
ALDH1A3-AS1	57	16	1	55	85	59	77	89	134	77	112	202
ALDH1B1	140	20	0	50	58	92	45	197	327	455	281	96
ALDH1L1	3	0	0	21	12	73	38	182	104	10	231	79
ALDH1L1-AS1	0	0	0	0	1	0	2	6	4	0	1	1
ALDH1L1-AS2	0	0	0	0	0	0	2	1	0	0	1	6
ALDH1L2	120	10	1	43	271	121	112	49	47	90	41	139
ALDH2	233	421	11	142	338	193	347	460	523	541	443	447
ALDH3A1	1	0	0	8	76	3	10	58	105	100	39	11
ALDH3A2	106	40	0	70	151	206	389	386	500	674	381	207
ALDH3B1	109	34	0	97	72	69	59	92	72	90	115	97
ALDH3B2	4002	3170	0	10	196	63	288	1378	1278	352	1685	595
ALDH4A1	288	144	0	61	71	104	99	260	327	166	331	217
ALDH5A1	27	6	0	54	33	43	60	98	100	121	133	62
ALDH6A1	92	97	0	80	30	76	280	122	114	84	153	167
ALDH7A1	151	42	0	91	44	257	705	129	134	197	216	266
ALDH7A1P1	6	5	0	10	6	18	24	5	12	17	18	29
ALDH7A1P2	1	0	0	0	0	1	6	4	0	0	1	0
ALDH7A1P3	0	0	0	0	0	0	0	0	0	0	0	0
ALDH7A1P4	0	0	0	0	0	0	0	0	0	0	0	1
ALDH8A1	4	1	0	4	2	14	18	0	7	5	14	26
ALDH9A1	180	52	1	159	152	251	336	241	176	274	339	258
ALDOA	136	148	0	77	34	39	33	55	44	58	104	54
ALDOAP1	0	0	0	0	0	0	0	0	0	0	0	0
ALDOAP2	7	8	0	6	2	2	3	0	3	1	1	0
ALDOB	0	0	0	1	2	5	3	6	0	1	0	5
ALDOC	42	1	0	23	16	85	56	40	62	52	65	75
ALG1	88	39	2	56	63	80	100	51	43	41	69	72
ALG10	37	8	0	8	33	33	47	13	16	21	30	32
ALG10B	28	28	0	10	40	34	83	26	9	35	35	27
ALG11	13	0	0	7	10	10	26	9	3	14	17	14
ALG12	250	60	0	268	229	453	316	257	271	252	375	319
ALG13	138	24	0	97	125	157	345	159	170	199	246	285
ALG14	41	21	0	12	12	36	57	29	34	37	59	45
ALG14-AS1	1	0	0	0	0	2	1	0	3	4	8	2
ALG1L	2	4	0	9	41	6	5	1	6	9	12	7
ALG1L10P	1	7	0	9	8	17	28	4	6	7	14	10
ALG1L11P	5	2	0	16	4	10	45	21	28	22	42	37
ALG1L12P	2	5	0	5	3	12	34	9	7	27	29	34
ALG1L13P	60	8	0	24	8	53	55	49	28	57	76	78
ALG1L14P	0	0	0	0	3	1	1	1	3	0	4	6
ALG1L15P	3	0	0	1	1	1	0	0	0	0	2	0
ALG1L2	2	6	0	10	17	5	10	5	16	8	7	3
ALG1L3P	2	6	0	1	7	2	2	0	3	0	3	5
ALG1L5P	0	0	0	7	9	1	2	1	2	0	3	1
ALG1L6P	93	90	0	112	41	117	117	165	100	120	171	178
ALG1L7P	10	11	0	17	67	14	26	12	6	12	15	19
ALG1L8P	7	1	0	9	8	2	7	8	7	10	8	3
ALG1L9P	6	3	0	19	14	10	10	11	8	7	18	12
ALG2	94	72	0	63	92	70	112	57	54	77	134	138
ALG3	176	76	0	174	202	100	83	100	96	129	137	113
ALG3P1	0	0	0	0	1	2	0	0	1	6	6	2
ALG5	10	2	0	13	25	37	29	9	10	39	36	32
ALG6	20	0	0	5	23	22	45	16	19	22	16	15
ALG8	96	21	0	32	74	54	92	38	48	47	72	70
ALG9	70	13	0	46	71	92	164	54	62	123	115	118
ALK	3	1	0	8	25	551	43	29	41	43	64	34
ALKAL1	0	0	0	0	0	0	0	0	0	0	1	0
ALKAL2	5	1	0	1	2	3	10	3	5	3	4	9
ALKBH1	32	5	0	29	17	15	52	8	40	30	34	44
ALKBH2	24	5	0	8	26	42	37	26	23	37	48	33
ALKBH3	30	5	0	46	36	52	86	39	43	65	64	74
ALKBH3-AS1	9	0	0	6	5	15	27	18	1	6	8	5
ALKBH4	33	33	0	53	31	32	41	29	34	28	46	44
ALKBH5	344	244	6	603	330	390	415	453	500	562	522	460
ALKBH6	30	35	0	39	88	37	50	47	50	42	88	59
ALKBH7	130	135	1	113	75	87	101	142	148	96	195	158
ALKBH8	14	0	0	5	17	19	28	22	22	32	22	28
ALLC	4	0	0	1	0	2	1	0	0	0	0	0
ALMS1	263	13	0	261	415	413	565	210	278	398	319	471
ALMS1-IT1	4	7	0	6	5	3	7	3	9	4	5	6
ALMS1P1	1	0	0	0	11	1	9	3	4	2	1	0
ALOX12	50	19	0	84	52	75	102	74	74	40	97	85
ALOX12-AS1	3	3	0	5	4	4	7	1	1	2	4	4
ALOX12B	4	1	0	0	8	2	16	92	94	55	103	1
ALOX12P1	1	0	0	6	2	1	8	0	0	0	5	2
ALOX12P2	19	3	1	75	87	67	92	56	48	61	92	123
ALOX15	7	27	0	4	4	5	13	22	37	13	22	16
ALOX15B	3751	2727	0	7	72	42	1078	2103	1554	30	2735	583
ALOX15P1	0	1	0	9	0	9	1	5	7	4	10	9
ALOX15P2	0	0	0	3	0	0	0	0	0	0	0	0
ALOX5	1	0	0	1	0	1	1	0	0	0	5	0
ALOX5AP	22	4	0	15	29	14	10	8	15	21	21	17
ALOXE3	1	0	0	6	4	3	1	29	98	55	59	3
ALOXE3P1	3	2	0	0	0	0	7	18	17	20	19	2
ALPG	0	2	0	0	18	0	0	0	0	0	0	0
ALPI	0	0	0	0	37	0	0	0	0	0	0	0
ALPK1	137	13	2	76	66	119	180	93	77	133	136	256
ALPK2	68	3	0	6	13	9	4	0	0	1	6	8
ALPK3	315	53	0	32	250	81	85	136	169	162	170	164
